"alpha","lamda2","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
0.92,0.38,0.6246,0.4492,0.333,0.2188,0.2916,0.2304
0.92,0.4,0.6418,0.4692,0.347,0.2332,0.2948,0.236
0.92,0.42,0.6716,0.47,0.3562,0.2274,0.3154,0.2426
0.92,0.44,0.657,0.4534,0.353,0.2188,0.304,0.2346
0.92,0.46,0.6744,0.4714,0.3582,0.2304,0.3162,0.241
0.92,0.48,0.6826,0.4076,0.3592,0.1986,0.3234,0.209
0.92,0.5,0.66,0.4286,0.3522,0.209,0.3078,0.2196
0.92,0.52,0.676,0.464,0.3604,0.23,0.3156,0.234
0.92,0.54,0.6774,0.4442,0.3632,0.2172,0.3142,0.227
0.92,0.56,0.6774,0.4864,0.3594,0.2422,0.318,0.2442
0.92,0.58,0.6826,0.4596,0.3618,0.2232,0.3208,0.2364
0.92,0.6,0.6948,0.436,0.3704,0.2144,0.3244,0.2216
0.92,0.62,0.7068,0.4656,0.3776,0.2274,0.3292,0.2382
0.92,0.64,0.692,0.4688,0.3682,0.2276,0.3238,0.2412
0.92,0.66,0.697,0.448,0.3682,0.2172,0.3288,0.2308
0.92,0.68,0.6972,0.4372,0.3686,0.2098,0.3286,0.2274
0.92,0.7,0.702,0.4278,0.3712,0.2152,0.3308,0.2126
0.92,0.72,0.673,0.4308,0.3614,0.214,0.3116,0.2168
0.92,0.74,0.6726,0.4796,0.3594,0.2304,0.3132,0.2492
0.92,0.76,0.6892,0.4294,0.3694,0.208,0.3198,0.2214
0.92,0.78,0.6948,0.446,0.378,0.2196,0.3168,0.2264
0.92,0.8,0.6774,0.4208,0.3626,0.2012,0.3148,0.2196
0.92,0.82,0.6848,0.4334,0.3666,0.208,0.3182,0.2254
0.92,0.84,0.6944,0.4448,0.3756,0.2182,0.3188,0.2266
0.92,0.86,0.6954,0.4594,0.3738,0.2238,0.3216,0.2356
0.92,0.88,0.6922,0.4694,0.373,0.2274,0.3192,0.242
0.92,0.9,0.6804,0.4894,0.3712,0.2344,0.3092,0.255
0.92,0.92,0.6964,0.4372,0.377,0.208,0.3194,0.2292
0.92,0.94,0.706,0.4508,0.374,0.2192,0.332,0.2316
0.92,0.96,0.6654,0.4586,0.3652,0.2232,0.3002,0.2354
0.92,0.98,0.6926,0.4494,0.375,0.2206,0.3176,0.2288
0.92,1,0.704,0.4474,0.3778,0.2108,0.3262,0.2366
0.94,0.02,0.6382,0.4846,0.3362,0.239,0.302,0.2456
0.94,0.04,0.662,0.4374,0.3468,0.2166,0.3152,0.2208
0.94,0.06,0.6438,0.4268,0.342,0.2074,0.3018,0.2194
0.94,0.08,0.6546,0.4462,0.3404,0.2158,0.3142,0.2304
0.94,0.1,0.634,0.4558,0.3332,0.223,0.3008,0.2328
0.94,0.12,0.6594,0.4644,0.3458,0.2324,0.3136,0.232
0.94,0.14,0.6336,0.4594,0.3346,0.2248,0.299,0.2346
0.94,0.16,0.6436,0.4586,0.3386,0.2282,0.305,0.2304
0.94,0.18,0.642,0.423,0.3418,0.2108,0.3002,0.2122
0.94,0.2,0.6568,0.4442,0.3472,0.2166,0.3096,0.2276
0.94,0.22,0.6618,0.4342,0.3474,0.2166,0.3144,0.2176
0.94,0.24,0.6406,0.432,0.3356,0.2098,0.305,0.2222
0.94,0.26,0.6484,0.434,0.3368,0.2146,0.3116,0.2194
0.94,0.28,0.6626,0.4418,0.3564,0.221,0.3062,0.2208
0.94,0.3,0.6488,0.4548,0.348,0.2248,0.3008,0.23
0.94,0.32,0.6486,0.4786,0.3422,0.2348,0.3064,0.2438
0.94,0.34,0.6512,0.4726,0.3444,0.2272,0.3068,0.2454
0.94,0.36,0.69,0.393,0.3606,0.1882,0.3294,0.2048
0.94,0.38,0.6452,0.4254,0.3428,0.2046,0.3024,0.2208
0.94,0.4,0.6882,0.4772,0.369,0.235,0.3192,0.2422
0.94,0.42,0.6706,0.4388,0.3578,0.2158,0.3128,0.223
0.94,0.44,0.6814,0.4616,0.3668,0.2248,0.3146,0.2368
0.94,0.46,0.6808,0.4366,0.3648,0.2156,0.316,0.221
0.94,0.48,0.677,0.4252,0.365,0.214,0.312,0.2112
0.94,0.5,0.6382,0.4248,0.341,0.2042,0.2972,0.2206
0.94,0.52,0.673,0.437,0.3526,0.2216,0.3204,0.2154
0.94,0.54,0.6618,0.4268,0.3576,0.2088,0.3042,0.218
0.94,0.56,0.6866,0.438,0.3658,0.2128,0.3208,0.2252
0.94,0.58,0.6944,0.4226,0.37,0.209,0.3244,0.2136
0.94,0.6,0.6962,0.4244,0.366,0.2098,0.3302,0.2146
0.94,0.62,0.6684,0.4506,0.3642,0.2228,0.3042,0.2278
0.94,0.64,0.708,0.4448,0.377,0.2144,0.331,0.2304
0.94,0.66,0.6684,0.4658,0.3592,0.234,0.3092,0.2318
0.94,0.68,0.6842,0.4264,0.3616,0.2064,0.3226,0.22
0.94,0.7,0.6748,0.4394,0.3696,0.2168,0.3052,0.2226
0.94,0.72,0.6682,0.4536,0.3542,0.2164,0.314,0.2372
0.94,0.74,0.6984,0.4508,0.3724,0.2188,0.326,0.232
0.94,0.76,0.6826,0.4468,0.3576,0.2234,0.325,0.2234
0.94,0.78,0.6528,0.458,0.3546,0.2196,0.2982,0.2384
0.94,0.8,0.6786,0.4494,0.3668,0.214,0.3118,0.2354
0.94,0.82,0.6958,0.4286,0.369,0.2014,0.3268,0.2272
0.94,0.84,0.7066,0.4398,0.3764,0.206,0.3302,0.2338
0.94,0.86,0.6886,0.4792,0.3642,0.23,0.3244,0.2492
0.94,0.88,0.687,0.4382,0.3718,0.2124,0.3152,0.2258
0.94,0.9,0.679,0.443,0.3622,0.2108,0.3168,0.2322
0.94,0.92,0.7018,0.4312,0.3738,0.2058,0.328,0.2254
0.94,0.94,0.702,0.454,0.374,0.2186,0.328,0.2354
0.94,0.96,0.69,0.4396,0.368,0.214,0.322,0.2256
0.94,0.98,0.7076,0.4382,0.3826,0.212,0.325,0.2262
0.94,1,0.6884,0.443,0.3788,0.2134,0.3096,0.2296
0.96,0.02,0.6464,0.4664,0.346,0.2332,0.3004,0.2332
0.96,0.04,0.6292,0.4532,0.3288,0.2178,0.3004,0.2354
0.96,0.06,0.6468,0.4594,0.3362,0.2294,0.3106,0.23
0.96,0.08,0.6132,0.4454,0.3226,0.2208,0.2906,0.2246
0.96,0.1,0.6524,0.4394,0.342,0.2158,0.3104,0.2236
0.96,0.12,0.6402,0.4362,0.3386,0.2132,0.3016,0.223
0.96,0.14,0.6486,0.4504,0.3418,0.2254,0.3068,0.225
0.96,0.16,0.6654,0.4196,0.3512,0.2104,0.3142,0.2092
0.96,0.18,0.6554,0.4318,0.3494,0.2142,0.306,0.2176
0.96,0.2,0.6584,0.4536,0.3426,0.2258,0.3158,0.2278
0.96,0.22,0.6564,0.4194,0.3456,0.1976,0.3108,0.2218
0.96,0.24,0.6738,0.4256,0.355,0.2114,0.3188,0.2142
0.96,0.26,0.6622,0.438,0.3492,0.216,0.313,0.222
0.96,0.28,0.6194,0.4576,0.3324,0.226,0.287,0.2316
0.96,0.3,0.6626,0.4446,0.3532,0.2188,0.3094,0.2258
0.96,0.32,0.6432,0.431,0.3484,0.2166,0.2948,0.2144
0.96,0.34,0.6552,0.4564,0.3468,0.2228,0.3084,0.2336
0.96,0.36,0.6572,0.4346,0.357,0.2156,0.3002,0.219
0.96,0.38,0.6746,0.4278,0.3514,0.2158,0.3232,0.212
0.96,0.4,0.6798,0.4248,0.3548,0.2098,0.325,0.215
0.96,0.42,0.6704,0.4578,0.3548,0.2236,0.3156,0.2342
0.96,0.44,0.662,0.4466,0.3494,0.2196,0.3126,0.227
0.96,0.46,0.665,0.415,0.35,0.2006,0.315,0.2144
0.96,0.48,0.6558,0.416,0.3462,0.205,0.3096,0.211
0.96,0.5,0.6788,0.4536,0.355,0.2204,0.3238,0.2332
0.96,0.52,0.6724,0.4184,0.3552,0.1998,0.3172,0.2186
0.96,0.54,0.6944,0.423,0.3688,0.2142,0.3256,0.2088
0.96,0.56,0.675,0.4418,0.3592,0.2142,0.3158,0.2276
0.96,0.58,0.691,0.456,0.3696,0.2252,0.3214,0.2308
0.96,0.6,0.6608,0.4622,0.3544,0.2308,0.3064,0.2314
0.96,0.62,0.67,0.457,0.3532,0.2216,0.3168,0.2354
0.96,0.64,0.6836,0.4018,0.3684,0.2012,0.3152,0.2006
0.96,0.66,0.6828,0.4228,0.3616,0.2074,0.3212,0.2154
0.96,0.68,0.6664,0.427,0.3498,0.2052,0.3166,0.2218
0.96,0.7,0.7022,0.3882,0.3746,0.193,0.3276,0.1952
0.96,0.72,0.6852,0.4182,0.3678,0.2068,0.3174,0.2114
0.96,0.74,0.6614,0.4202,0.36,0.2058,0.3014,0.2144
0.96,0.76,0.6838,0.4564,0.3668,0.2234,0.317,0.233
0.96,0.78,0.6864,0.4074,0.369,0.2016,0.3174,0.2058
0.96,0.8,0.6774,0.4438,0.3596,0.214,0.3178,0.2298
0.96,0.82,0.6798,0.4304,0.366,0.2148,0.3138,0.2156
0.96,0.84,0.695,0.452,0.3752,0.2302,0.3198,0.2218
0.96,0.86,0.686,0.4426,0.3636,0.2128,0.3224,0.2298
0.96,0.88,0.6752,0.4492,0.3622,0.2158,0.313,0.2334
0.96,0.9,0.686,0.4388,0.375,0.2222,0.311,0.2166
0.96,0.92,0.6718,0.4724,0.3658,0.2254,0.306,0.247
0.96,0.94,0.704,0.4376,0.3832,0.2148,0.3208,0.2228
0.96,0.96,0.7018,0.423,0.3768,0.207,0.325,0.216
0.96,0.98,0.7076,0.4388,0.3784,0.2138,0.3292,0.225
0.96,1,0.695,0.4482,0.3778,0.2254,0.3172,0.2228
0.98,0.02,0.642,0.4246,0.3342,0.2066,0.3078,0.218
0.98,0.04,0.6516,0.4422,0.3378,0.2164,0.3138,0.2258
0.98,0.06,0.6434,0.4328,0.3438,0.213,0.2996,0.2198
0.98,0.08,0.6618,0.4722,0.3518,0.2296,0.31,0.2426
0.98,0.1,0.6532,0.4014,0.3464,0.2,0.3068,0.2014
0.98,0.12,0.6278,0.4644,0.3302,0.2236,0.2976,0.2408
0.98,0.14,0.626,0.4436,0.331,0.2166,0.295,0.227
0.98,0.16,0.655,0.4198,0.35,0.2112,0.305,0.2086
0.98,0.18,0.6318,0.4732,0.3328,0.228,0.299,0.2452
0.98,0.2,0.6318,0.41,0.3344,0.1998,0.2974,0.2102
0.98,0.22,0.656,0.4306,0.3458,0.2148,0.3102,0.2158
0.98,0.24,0.6394,0.4488,0.3368,0.2194,0.3026,0.2294
0.98,0.26,0.6414,0.4458,0.346,0.2228,0.2954,0.223
0.98,0.28,0.6404,0.4536,0.3432,0.2296,0.2972,0.224
0.98,0.3,0.664,0.4584,0.3534,0.2294,0.3106,0.229
0.98,0.32,0.6836,0.4354,0.356,0.2106,0.3276,0.2248
0.98,0.34,0.6596,0.4334,0.3436,0.2094,0.316,0.224
0.98,0.36,0.6624,0.4268,0.3524,0.2046,0.31,0.2222
0.98,0.38,0.6564,0.4364,0.3534,0.2116,0.303,0.2248
0.98,0.4,0.6486,0.4516,0.3428,0.2166,0.3058,0.235
0.98,0.42,0.661,0.4036,0.3536,0.2056,0.3074,0.198
0.98,0.44,0.648,0.4254,0.3458,0.2102,0.3022,0.2152
0.98,0.46,0.6536,0.4698,0.355,0.2248,0.2986,0.245
0.98,0.48,0.663,0.4252,0.3522,0.2092,0.3108,0.216
0.98,0.5,0.6694,0.461,0.3538,0.2266,0.3156,0.2344
0.98,0.52,0.68,0.4072,0.362,0.1974,0.318,0.2098
0.98,0.54,0.6888,0.4282,0.3668,0.2054,0.322,0.2228
0.98,0.56,0.6682,0.4662,0.358,0.2286,0.3102,0.2376
0.98,0.58,0.666,0.4208,0.3596,0.2038,0.3064,0.217
0.98,0.6,0.6776,0.3942,0.3598,0.1908,0.3178,0.2034
0.98,0.62,0.6736,0.409,0.3578,0.1998,0.3158,0.2092
0.98,0.64,0.6468,0.4116,0.349,0.2012,0.2978,0.2104
0.98,0.66,0.6658,0.436,0.359,0.2126,0.3068,0.2234
0.98,0.68,0.6682,0.4354,0.3556,0.2144,0.3126,0.221
0.98,0.7,0.6748,0.4618,0.3602,0.2248,0.3146,0.237
0.98,0.72,0.6758,0.4302,0.3666,0.2086,0.3092,0.2216
0.98,0.74,0.6824,0.414,0.3666,0.2004,0.3158,0.2136
0.98,0.76,0.7128,0.4044,0.381,0.1912,0.3318,0.2132
0.98,0.78,0.6936,0.4612,0.3696,0.2264,0.324,0.2348
0.98,0.8,0.679,0.4122,0.3668,0.2014,0.3122,0.2108
0.98,0.82,0.7094,0.4614,0.3772,0.2234,0.3322,0.238
0.98,0.84,0.691,0.4444,0.3716,0.214,0.3194,0.2304
0.98,0.86,0.6794,0.426,0.3682,0.2076,0.3112,0.2184
0.98,0.88,0.6758,0.446,0.3644,0.2152,0.3114,0.2308
0.98,0.9,0.6922,0.436,0.3732,0.2118,0.319,0.2242
0.98,0.92,0.669,0.4352,0.3624,0.2142,0.3066,0.221
0.98,0.94,0.6988,0.4236,0.376,0.2084,0.3228,0.2152
0.98,0.96,0.685,0.4432,0.3676,0.2194,0.3174,0.2238
0.98,0.98,0.6728,0.4198,0.3644,0.2068,0.3084,0.213
0.98,1,0.7098,0.4286,0.3806,0.2052,0.3292,0.2234
1,0.02,0.6194,0.47,0.3258,0.2324,0.2936,0.2376
1,0.04,0.6466,0.4272,0.3396,0.2102,0.307,0.217
1,0.06,0.6398,0.43,0.3394,0.2094,0.3004,0.2206
1,0.08,0.6106,0.4056,0.3268,0.201,0.2838,0.2046
1,0.1,0.6684,0.4362,0.3474,0.2078,0.321,0.2284
1,0.12,0.6402,0.4284,0.341,0.2074,0.2992,0.221
1,0.14,0.6578,0.4442,0.3468,0.2226,0.311,0.2216
1,0.16,0.6364,0.4458,0.3394,0.2182,0.297,0.2276
1,0.18,0.6258,0.4278,0.3316,0.2148,0.2942,0.213
1,0.2,0.6468,0.4434,0.338,0.2166,0.3088,0.2268
1,0.22,0.6494,0.4364,0.3452,0.215,0.3042,0.2214
1,0.24,0.6674,0.4448,0.3528,0.2128,0.3146,0.232
1,0.26,0.6514,0.424,0.347,0.2032,0.3044,0.2208
1,0.28,0.6264,0.4548,0.3334,0.229,0.293,0.2258
1,0.3,0.65,0.4472,0.3456,0.221,0.3044,0.2262
1,0.32,0.6318,0.4506,0.3446,0.2242,0.2872,0.2264
1,0.34,0.6326,0.4278,0.33,0.2036,0.3026,0.2242
1,0.36,0.673,0.4548,0.3554,0.2202,0.3176,0.2346
1,0.38,0.651,0.436,0.3422,0.2114,0.3088,0.2246
1,0.4,0.6608,0.4164,0.351,0.1998,0.3098,0.2166
1,0.42,0.6436,0.4398,0.345,0.2166,0.2986,0.2232
1,0.44,0.6592,0.4404,0.3498,0.2142,0.3094,0.2262
1,0.46,0.666,0.383,0.353,0.1894,0.313,0.1936
1,0.48,0.6602,0.4396,0.3534,0.2136,0.3068,0.226
1,0.5,0.675,0.394,0.359,0.195,0.316,0.199
1,0.52,0.658,0.412,0.347,0.2036,0.311,0.2084
1,0.54,0.6582,0.416,0.356,0.204,0.3022,0.212
1,0.56,0.6654,0.4558,0.3528,0.2268,0.3126,0.229
1,0.58,0.6792,0.4332,0.362,0.2196,0.3172,0.2136
1,0.6,0.6776,0.4186,0.359,0.2032,0.3186,0.2154
1,0.62,0.6876,0.4158,0.3602,0.1928,0.3274,0.223
1,0.64,0.6634,0.4302,0.3566,0.2122,0.3068,0.218
1,0.66,0.6874,0.4664,0.365,0.223,0.3224,0.2434
1,0.68,0.6768,0.4214,0.362,0.2006,0.3148,0.2208
1,0.7,0.6962,0.4278,0.373,0.2184,0.3232,0.2094
1,0.72,0.6736,0.4362,0.3634,0.2128,0.3102,0.2234
1,0.74,0.6852,0.4264,0.3638,0.2066,0.3214,0.2198
1,0.76,0.6838,0.444,0.364,0.2172,0.3198,0.2268
1,0.78,0.6872,0.4242,0.3652,0.203,0.322,0.2212
1,0.8,0.681,0.4396,0.366,0.2102,0.315,0.2294
1,0.82,0.6614,0.427,0.355,0.2072,0.3064,0.2198
1,0.84,0.6738,0.4262,0.3564,0.205,0.3174,0.2212
1,0.86,0.686,0.4088,0.3662,0.2046,0.3198,0.2042
1,0.88,0.6864,0.4274,0.3726,0.2082,0.3138,0.2192
1,0.9,0.6774,0.4504,0.3604,0.2182,0.317,0.2322
1,0.92,0.6818,0.453,0.367,0.2144,0.3148,0.2386
1,0.94,0.7082,0.4008,0.3744,0.1918,0.3338,0.209
1,0.96,0.7058,0.4284,0.3774,0.2064,0.3284,0.222
1,0.98,0.679,0.4254,0.3662,0.2044,0.3128,0.221
1,1,0.6872,0.4254,0.3656,0.2046,0.3216,0.2208
